txn_id,investor_id,city,investor_segment,fund_id,fund_name,category,txn_date,txn_type,amount_pkr
TXN003344,INV0395,Faisalabad,Retail,F005,KSE Meezan Index Fund,Index,2022-11-30,Buy,148455.37
TXN002067,INV0255,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2022-11-30,Sell,142943.45
TXN001526,INV0192,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2022-11-30,Buy,111284.79
TXN002269,INV0277,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2022-12-01,Dividend Reinvest,1201704.96
TXN002905,INV0347,Karachi,Institutional,F005,KSE Meezan Index Fund,Index,2022-12-01,Buy,5864784.01
TXN003380,INV0400,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-02,Buy,37826.53
TXN001248,INV0157,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2022-12-02,Buy,85153.7
TXN000904,INV0115,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2022-12-02,Sell,746440.67
TXN001964,INV0241,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2022-12-03,Buy,104460.69
TXN000295,INV0036,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2022-12-03,Buy,105417.59
TXN004166,INV0495,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2022-12-04,Buy,1086868.97
TXN000359,INV0043,Faisalabad,Retail,F005,KSE Meezan Index Fund,Index,2022-12-06,Sell,70487.24
TXN003018,INV0359,Lahore,HNI,F003,Meezan Cash Fund,Money Market,2022-12-06,Buy,1361931.37
TXN003082,INV0366,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2022-12-07,Buy,103878.3
TXN001705,INV0211,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2022-12-07,Sell,67755.64
TXN003005,INV0357,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2022-12-07,Sell,95829.9
TXN004041,INV0482,Karachi,Institutional,F006,Meezan Gold Fund,Commodity,2022-12-07,Sell,9708634.43
TXN001580,INV0199,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2022-12-07,Buy,549067.2
TXN001219,INV0155,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2022-12-08,Sell,917230.16
TXN002448,INV0295,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2022-12-08,Dividend Reinvest,879836.78
TXN003463,INV0408,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-08,Buy,134912.66
TXN000599,INV0076,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-09,Buy,48991.51
TXN000973,INV0125,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2022-12-10,Sell,97081.13
TXN002726,INV0329,Lahore,Institutional,F002,Meezan Islamic Income Fund,Income,2022-12-11,Buy,11937405.98
TXN002799,INV0336,Lahore,HNI,F006,Meezan Gold Fund,Commodity,2022-12-12,Buy,1122210.88
TXN001405,INV0178,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2022-12-12,Buy,102905.52
TXN000234,INV0028,Islamabad,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-13,Dividend Reinvest,26918.45
TXN001863,INV0232,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-13,Sell,47571.11
TXN000820,INV0104,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-14,Buy,66466.75
TXN002853,INV0342,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2022-12-14,Dividend Reinvest,648573.69
TXN002665,INV0321,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2022-12-15,Buy,95119.84
TXN000329,INV0038,Islamabad,HNI,F004,Meezan Balanced Fund,Balanced,2022-12-15,Sell,306771.7
TXN000382,INV0045,Lahore,Institutional,F005,KSE Meezan Index Fund,Index,2022-12-16,Buy,4525727.17
TXN000074,INV0011,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2022-12-19,Buy,127138.02
TXN002403,INV0291,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-19,Buy,44213.83
TXN000596,INV0076,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-20,Sell,91967.26
TXN001337,INV0170,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2022-12-20,Buy,86241.61
TXN000570,INV0072,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2022-12-21,Buy,553573.15
TXN003615,INV0422,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2022-12-22,Buy,136319.51
TXN000301,INV0036,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2022-12-22,Buy,88193.88
TXN004114,INV0489,Karachi,Institutional,F006,Meezan Gold Fund,Commodity,2022-12-23,Dividend Reinvest,14150654.26
TXN001335,INV0170,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2022-12-24,Buy,49859.4
TXN003300,INV0390,Lahore,Institutional,F003,Meezan Cash Fund,Money Market,2022-12-26,Buy,10817523.38
TXN004086,INV0485,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2022-12-26,Buy,534472.1
TXN000483,INV0059,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2022-12-26,Buy,953655.33
TXN001460,INV0185,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2022-12-27,Buy,98816.99
TXN002054,INV0254,Lahore,Institutional,F006,Meezan Gold Fund,Commodity,2022-12-27,Sell,11008504.42
TXN004116,INV0489,Karachi,Institutional,F005,KSE Meezan Index Fund,Index,2022-12-27,Sell,5194844.82
TXN000452,INV0054,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2022-12-28,Buy,105123.43
TXN004122,INV0490,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2022-12-28,Dividend Reinvest,39145.61
TXN002997,INV0357,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2022-12-28,Buy,72801.04
TXN000580,INV0073,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2022-12-28,Sell,63552.79
TXN000933,INV0119,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-29,Buy,71637.68
TXN003530,INV0414,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2022-12-30,Buy,115060.31
TXN001553,INV0194,Faisalabad,Retail,F003,Meezan Cash Fund,Money Market,2022-12-30,Sell,67507.85
TXN002461,INV0297,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2022-12-30,Buy,106080.69
TXN002838,INV0340,Islamabad,Retail,F002,Meezan Islamic Income Fund,Income,2022-12-30,Sell,72423.55
TXN002824,INV0339,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2022-12-30,Buy,131649.4
TXN001808,INV0224,Lahore,HNI,F001,Al Meezan Mutual Fund,Equity,2022-12-31,Sell,1322058.92
TXN004003,INV0478,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2022-12-31,Buy,148889.19
TXN003468,INV0409,Faisalabad,Retail,F002,Meezan Islamic Income Fund,Income,2023-01-01,Buy,68156.0
TXN002302,INV0280,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-01-01,Buy,73518.19
TXN000862,INV0111,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-01,Sell,142045.18
TXN003834,INV0450,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-01-01,Buy,122983.83
TXN002976,INV0354,Lahore,HNI,F002,Meezan Islamic Income Fund,Income,2023-01-02,Buy,1031608.13
TXN001166,INV0147,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2023-01-02,Buy,129022.13
TXN000009,INV0002,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-03,Buy,140286.92
TXN003513,INV0413,Karachi,Institutional,F003,Meezan Cash Fund,Money Market,2023-01-03,Buy,13193851.17
TXN002509,INV0302,Peshawar,Institutional,F005,KSE Meezan Index Fund,Index,2023-01-03,Sell,7307840.67
TXN003539,INV0415,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-03,Sell,52979.98
TXN001037,INV0133,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2023-01-04,Buy,68675.37
TXN003511,INV0413,Karachi,Institutional,F002,Meezan Islamic Income Fund,Income,2023-01-04,Buy,14293789.06
TXN000550,INV0069,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2023-01-05,Buy,40918.39
TXN004128,INV0490,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-01-05,Buy,57642.52
TXN002171,INV0268,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2023-01-06,Buy,139537.04
TXN001326,INV0168,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2023-01-06,Buy,933030.27
TXN003084,INV0366,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2023-01-06,Buy,149219.45
TXN003231,INV0381,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2023-01-06,Sell,146304.65
TXN000136,INV0017,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-07,Sell,93266.54
TXN003422,INV0403,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2023-01-07,Buy,102308.87
TXN001198,INV0152,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2023-01-07,Buy,122538.64
TXN002038,INV0252,Karachi,HNI,F004,Meezan Balanced Fund,Balanced,2023-01-07,Buy,1345900.36
TXN000023,INV0003,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2023-01-08,Buy,980732.49
TXN000145,INV0018,Karachi,Institutional,F006,Meezan Gold Fund,Commodity,2023-01-09,Buy,14398996.15
TXN003152,INV0373,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2023-01-09,Sell,554690.5
TXN002218,INV0272,Faisalabad,Retail,F002,Meezan Islamic Income Fund,Income,2023-01-09,Buy,139709.77
TXN001218,INV0154,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2023-01-09,Buy,99698.02
TXN001753,INV0217,Lahore,HNI,F006,Meezan Gold Fund,Commodity,2023-01-09,Buy,844888.82
TXN001123,INV0144,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-01-09,Sell,137121.12
TXN001497,INV0190,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2023-01-09,Sell,64062.47
TXN001628,INV0204,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2023-01-10,Buy,84811.68
TXN002022,INV0250,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2023-01-11,Dividend Reinvest,122752.96
TXN000130,INV0016,Karachi,Institutional,F003,Meezan Cash Fund,Money Market,2023-01-11,Buy,4385383.23
TXN003437,INV0405,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2023-01-11,Buy,1447613.87
TXN001549,INV0194,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2023-01-11,Buy,73052.98
TXN000289,INV0035,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2023-01-11,Buy,46812.14
TXN002821,INV0339,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2023-01-12,Buy,53002.65
TXN000772,INV0098,Peshawar,Institutional,F002,Meezan Islamic Income Fund,Income,2023-01-14,Buy,12994675.09
TXN002008,INV0249,Peshawar,Retail,F001,Al Meezan Mutual Fund,Equity,2023-01-14,Buy,43004.28
TXN000819,INV0103,Islamabad,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-15,Buy,86304.55
TXN000437,INV0052,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-01-15,Buy,62494.58
TXN003993,INV0477,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2023-01-15,Sell,104877.83
TXN003735,INV0433,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2023-01-15,Buy,145173.3
TXN002484,INV0299,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2023-01-15,Sell,67298.74
TXN003551,INV0417,Lahore,Institutional,F001,Al Meezan Mutual Fund,Equity,2023-01-16,Sell,6254003.43
TXN001011,INV0130,Lahore,Institutional,F005,KSE Meezan Index Fund,Index,2023-01-16,Sell,6529767.47
TXN002347,INV0285,Quetta,Retail,F003,Meezan Cash Fund,Money Market,2023-01-19,Buy,147137.89
TXN003742,INV0435,Islamabad,Institutional,F005,KSE Meezan Index Fund,Index,2023-01-19,Buy,3797691.42
TXN000857,INV0109,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2023-01-19,Buy,71377.57
TXN000002,INV0001,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2023-01-21,Buy,77740.23
TXN000419,INV0049,Islamabad,HNI,F002,Meezan Islamic Income Fund,Income,2023-01-22,Buy,378247.38
TXN003009,INV0358,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-22,Buy,144934.41
TXN004143,INV0492,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2023-01-22,Sell,100043.54
TXN000407,INV0048,Islamabad,Retail,F003,Meezan Cash Fund,Money Market,2023-01-23,Buy,105349.45
TXN003624,INV0423,Faisalabad,Retail,F003,Meezan Cash Fund,Money Market,2023-01-23,Dividend Reinvest,48785.63
TXN002129,INV0264,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-01-23,Buy,49580.79
TXN000691,INV0086,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-23,Buy,78144.34
TXN004131,INV0492,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2023-01-24,Buy,120017.45
TXN003278,INV0387,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2023-01-24,Sell,575898.92
TXN000589,INV0075,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2023-01-24,Buy,1396124.24
TXN001873,INV0233,Peshawar,Institutional,F001,Al Meezan Mutual Fund,Equity,2023-01-25,Dividend Reinvest,7267386.62
TXN000947,INV0121,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2023-01-25,Buy,112733.53
TXN002558,INV0308,Faisalabad,Retail,F003,Meezan Cash Fund,Money Market,2023-01-25,Sell,124672.88
TXN002362,INV0288,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2023-01-28,Buy,66169.69
TXN000300,INV0036,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2023-01-28,Sell,72613.05
TXN001327,INV0168,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2023-01-28,Buy,1162404.48
TXN003746,INV0435,Islamabad,Institutional,F003,Meezan Cash Fund,Money Market,2023-01-28,Dividend Reinvest,9039012.83
TXN001183,INV0150,Faisalabad,Retail,F002,Meezan Islamic Income Fund,Income,2023-01-28,Buy,58676.03
TXN000215,INV0026,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2023-01-29,Buy,61003.64
TXN000532,INV0068,Faisalabad,Retail,F006,Meezan Gold Fund,Commodity,2023-01-29,Dividend Reinvest,119668.82
TXN002508,INV0302,Peshawar,Institutional,F004,Meezan Balanced Fund,Balanced,2023-01-30,Buy,9172133.09
TXN000688,INV0086,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-01-30,Buy,96589.26
TXN001442,INV0183,Lahore,HNI,F003,Meezan Cash Fund,Money Market,2023-01-30,Buy,426946.04
TXN001154,INV0146,Faisalabad,Retail,F001,Al Meezan Mutual Fund,Equity,2023-01-30,Buy,128720.6
TXN002354,INV0287,Faisalabad,Institutional,F001,Al Meezan Mutual Fund,Equity,2023-01-31,Buy,7272278.91
TXN003883,INV0458,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-01,Buy,75487.31
TXN002445,INV0295,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2023-02-01,Sell,1364483.32
TXN003731,INV0433,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2023-02-02,Buy,65088.9
TXN000451,INV0054,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2023-02-02,Buy,103127.8
TXN002369,INV0288,Islamabad,Retail,F003,Meezan Cash Fund,Money Market,2023-02-03,Buy,37383.27
TXN000579,INV0073,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-04,Buy,60382.4
TXN001488,INV0189,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-04,Sell,73089.34
TXN002458,INV0296,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2023-02-04,Buy,52991.18
TXN000010,INV0002,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-02-04,Buy,103579.97
TXN000871,INV0112,Peshawar,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-04,Buy,59525.1
TXN001023,INV0132,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2023-02-04,Buy,1179587.46
TXN000084,INV0012,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2023-02-05,Buy,40930.69
TXN004030,INV0481,Faisalabad,Institutional,F003,Meezan Cash Fund,Money Market,2023-02-05,Sell,3755446.48
TXN003986,INV0476,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2023-02-05,Buy,394839.57
TXN003865,INV0455,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2023-02-06,Buy,34906.92
TXN000584,INV0074,Islamabad,HNI,F003,Meezan Cash Fund,Money Market,2023-02-07,Dividend Reinvest,973928.66
TXN000403,INV0047,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2023-02-08,Buy,1341664.3
TXN003442,INV0405,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2023-02-08,Sell,529954.75
TXN001555,INV0194,Faisalabad,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-09,Buy,73020.46
TXN003925,INV0465,Peshawar,Institutional,F002,Meezan Islamic Income Fund,Income,2023-02-10,Buy,12293455.64
TXN001482,INV0188,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-11,Buy,140560.26
TXN003108,INV0369,Karachi,Retail,F006,Meezan Gold Fund,Commodity,2023-02-11,Sell,71782.23
TXN002037,INV0252,Karachi,HNI,F004,Meezan Balanced Fund,Balanced,2023-02-12,Dividend Reinvest,1129124.59
TXN002339,INV0285,Quetta,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-12,Sell,122934.32
TXN003528,INV0414,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2023-02-14,Buy,93390.42
TXN003464,INV0408,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-02-14,Buy,71643.37
TXN003787,INV0443,Karachi,Institutional,F003,Meezan Cash Fund,Money Market,2023-02-15,Buy,3335236.07
TXN004009,INV0478,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-15,Sell,73409.45
TXN003718,INV0432,Karachi,Institutional,F006,Meezan Gold Fund,Commodity,2023-02-15,Buy,2781986.85
TXN003267,INV0386,Karachi,HNI,F003,Meezan Cash Fund,Money Market,2023-02-16,Buy,499315.18
TXN001052,INV0137,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2023-02-16,Buy,127702.41
TXN001369,INV0174,Islamabad,Retail,F001,Al Meezan Mutual Fund,Equity,2023-02-16,Buy,120644.98
TXN003411,INV0403,Islamabad,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-17,Sell,93409.71
TXN003918,INV0464,Peshawar,Institutional,F005,KSE Meezan Index Fund,Index,2023-02-17,Buy,13766574.06
TXN001827,INV0227,Islamabad,Retail,F001,Al Meezan Mutual Fund,Equity,2023-02-17,Sell,103328.42
TXN001284,INV0161,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-17,Sell,76898.08
TXN002693,INV0324,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2023-02-17,Sell,55297.03
TXN000124,INV0015,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-02-18,Buy,143754.95
TXN001984,INV0245,Islamabad,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-18,Buy,143977.72
TXN000665,INV0084,Islamabad,Retail,F003,Meezan Cash Fund,Money Market,2023-02-20,Buy,82756.77
TXN001441,INV0183,Lahore,HNI,F005,KSE Meezan Index Fund,Index,2023-02-20,Buy,508221.72
TXN003810,INV0447,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2023-02-21,Dividend Reinvest,100650.6
TXN001195,INV0152,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2023-02-21,Buy,126251.99
TXN000082,INV0012,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-22,Buy,34405.48
TXN003706,INV0430,Karachi,HNI,F004,Meezan Balanced Fund,Balanced,2023-02-22,Buy,1243753.97
TXN001336,INV0170,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-22,Dividend Reinvest,27686.06
TXN000004,INV0001,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2023-02-23,Buy,106235.55
TXN004014,INV0479,Islamabad,Institutional,F005,KSE Meezan Index Fund,Index,2023-02-23,Sell,9911068.78
TXN003569,INV0418,Islamabad,HNI,F002,Meezan Islamic Income Fund,Income,2023-02-24,Buy,836959.6
TXN002664,INV0321,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-24,Buy,60451.78
TXN003277,INV0387,Lahore,HNI,F002,Meezan Islamic Income Fund,Income,2023-02-24,Buy,556533.34
TXN000506,INV0062,Faisalabad,HNI,F003,Meezan Cash Fund,Money Market,2023-02-25,Sell,421591.19
TXN003780,INV0441,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2023-02-26,Buy,870182.08
TXN000875,INV0113,Lahore,Institutional,F001,Al Meezan Mutual Fund,Equity,2023-02-26,Sell,12321820.38
TXN003532,INV0415,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-02-26,Buy,73440.91
TXN003001,INV0357,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-02-27,Buy,63826.23
TXN001291,INV0162,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-02-27,Buy,71882.88
TXN000728,INV0090,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2023-02-27,Buy,1062525.27
TXN003483,INV0410,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2023-02-27,Buy,91490.71
TXN003032,INV0362,Islamabad,Institutional,F003,Meezan Cash Fund,Money Market,2023-02-28,Buy,12461056.01
TXN000818,INV0103,Islamabad,Retail,F005,KSE Meezan Index Fund,Index,2023-02-28,Buy,143546.06
TXN000641,INV0082,Karachi,HNI,F001,Al Meezan Mutual Fund,Equity,2023-02-28,Buy,1496581.16
TXN003534,INV0415,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-02-28,Buy,27474.17
TXN000141,INV0017,Lahore,Retail,F005,KSE Meezan Index Fund,Index,2023-03-01,Sell,35493.43
TXN000859,INV0110,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2023-03-01,Buy,119029.39
TXN001134,INV0145,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-03-02,Buy,59445.07
TXN001308,INV0165,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-03-02,Buy,87800.2
TXN002902,INV0347,Karachi,Institutional,F002,Meezan Islamic Income Fund,Income,2023-03-03,Buy,9680490.59
TXN003079,INV0365,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2023-03-03,Buy,53245.05
TXN004087,INV0486,Peshawar,Retail,F001,Al Meezan Mutual Fund,Equity,2023-03-03,Dividend Reinvest,53913.05
TXN004083,INV0485,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2023-03-03,Buy,370112.42
TXN002050,INV0253,Lahore,Retail,F006,Meezan Gold Fund,Commodity,2023-03-04,Sell,100371.57
TXN001971,INV0242,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2023-03-04,Sell,1421924.28
TXN002240,INV0274,Faisalabad,Retail,F004,Meezan Balanced Fund,Balanced,2023-03-04,Buy,120368.86
TXN001779,INV0222,Lahore,HNI,F004,Meezan Balanced Fund,Balanced,2023-03-05,Sell,324852.08
TXN000245,INV0029,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-03-05,Sell,47507.11
TXN001076,INV0138,Peshawar,Retail,F005,KSE Meezan Index Fund,Index,2023-03-06,Buy,64541.64
TXN001830,INV0228,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-03-07,Buy,114822.93
TXN003214,INV0380,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-03-08,Sell,84410.61
TXN000521,INV0066,Lahore,Institutional,F003,Meezan Cash Fund,Money Market,2023-03-08,Sell,4914516.1
TXN003433,INV0404,Karachi,Retail,F005,KSE Meezan Index Fund,Index,2023-03-09,Buy,48257.26
TXN003913,INV0463,Faisalabad,Retail,F005,KSE Meezan Index Fund,Index,2023-03-09,Buy,139508.91
TXN002814,INV0338,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-03-09,Buy,33995.64
TXN002845,INV0341,Karachi,HNI,F005,KSE Meezan Index Fund,Index,2023-03-09,Buy,1252208.87
TXN002147,INV0266,Karachi,Retail,F003,Meezan Cash Fund,Money Market,2023-03-09,Sell,100375.35
TXN001679,INV0208,Karachi,HNI,F006,Meezan Gold Fund,Commodity,2023-03-09,Sell,421158.8
TXN002879,INV0344,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2023-03-10,Sell,129499.97
TXN001414,INV0180,Islamabad,Retail,F006,Meezan Gold Fund,Commodity,2023-03-11,Sell,28639.67
TXN001752,INV0217,Lahore,HNI,F001,Al Meezan Mutual Fund,Equity,2023-03-11,Sell,1075098.24
TXN002819,INV0339,Lahore,Retail,F001,Al Meezan Mutual Fund,Equity,2023-03-11,Buy,122798.42
TXN000164,INV0020,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-03-13,Sell,72373.66
TXN000473,INV0058,Karachi,HNI,F001,Al Meezan Mutual Fund,Equity,2023-03-13,Buy,703154.72
TXN001297,INV0163,Faisalabad,Retail,F005,KSE Meezan Index Fund,Index,2023-03-14,Dividend Reinvest,44339.35
TXN002816,INV0339,Lahore,Retail,F002,Meezan Islamic Income Fund,Income,2023-03-14,Sell,87606.29
TXN003504,INV0412,Faisalabad,Retail,F006,Meezan Gold Fund,Commodity,2023-03-14,Sell,137760.98
TXN003838,INV0451,Faisalabad,HNI,F005,KSE Meezan Index Fund,Index,2023-03-14,Sell,1409814.42
TXN003151,INV0373,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2023-03-15,Buy,629001.77
TXN001794,INV0223,Lahore,Institutional,F001,Al Meezan Mutual Fund,Equity,2023-03-15,Sell,14161693.09
TXN003535,INV0415,Karachi,Retail,F004,Meezan Balanced Fund,Balanced,2023-03-16,Sell,60308.56
TXN001985,INV0246,Lahore,Retail,F003,Meezan Cash Fund,Money Market,2023-03-16,Buy,90347.19
TXN001402,INV0178,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-03-16,Sell,103622.32
TXN000630,INV0080,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-03-17,Buy,110664.5
TXN003597,INV0421,Karachi,HNI,F002,Meezan Islamic Income Fund,Income,2023-03-17,Sell,1223595.85
TXN003940,INV0468,Quetta,Retail,F006,Meezan Gold Fund,Commodity,2023-03-17,Buy,45652.7
TXN000537,INV0068,Faisalabad,Retail,F002,Meezan Islamic Income Fund,Income,2023-03-18,Buy,45567.14
TXN001065,INV0137,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-03-18,Buy,92144.01
TXN002300,INV0280,Karachi,Retail,F001,Al Meezan Mutual Fund,Equity,2023-03-19,Buy,131666.29
TXN002079,INV0257,Karachi,Retail,F002,Meezan Islamic Income Fund,Income,2023-03-19,Buy,88612.25
TXN001973,INV0243,Lahore,HNI,F006,Meezan Gold Fund,Commodity,2023-03-19,Sell,1142938.72
TXN003403,INV0402,Lahore,Retail,F004,Meezan Balanced Fund,Balanced,2023-03-20,Sell,29659.53
